Kadmium omättad(mättad) It 30,000 average: 300
Integration time [ms]:  30,000
Averaging Nr. [scans]: 300
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
329,554;   18,580;   -2,967;    0,000
329,571;   38,750;   22,140;    0,000
329,589;    3,803;  -10,037;    0,000
329,607;   19,440;    0,770;    0,000
329,625;    6,480;  -13,650;    0,000
329,642;   22,320;    1,667;    0,000
329,660;    2,310;  -18,180;    0,000
329,678;   28,547;   12,297;    0,000
329,695;   11,623;   -7,323;    0,000
329,713;   13,803;    1,697;    0,000
329,731;   10,043;   -6,953;    0,000
329,748;    9,700;   -9,147;    0,000
329,766;   16,217;    1,883;    0,000
329,784;   28,930;   14,960;    0,000
329,802;   41,230;   17,277;    0,000
329,819;   19,007;   -0,837;    0,000
329,837;    6,507;  -17,347;    0,000
329,855;   15,760;   -7,303;    0,000
329,872;    7,263;  -12,417;    0,000
329,890;   31,367;   16,700;    0,000
329,908;   36,810;   20,560;    0,000
329,925;   24,400;    7,720;    0,000
329,943;   -0,967;  -18,630;    0,000
329,961;   22,433;    3,033;    0,000
329,978;    6,083;   -9,133;    0,000
329,996;   23,843;    6,180;    0,000
330,014;   15,873;   -0,760;    0,000
330,031;   26,820;   11,553;    0,000
330,049;    4,760;  -14,867;    0,000
330,067;   25,390;    9,997;    0,000
330,084;   13,233;   -8,207;    0,000
330,102;   21,537;   10,713;    0,000
330,119;   16,647;   -4,993;    0,000
330,137;   24,647;   16,100;    0,000
330,155;   15,363;   -5,670;    0,000
330,172;   14,083;   -1,803;    0,000
330,190;    6,520;  -10,540;    0,000
330,208;    6,553;   -8,870;    0,000
330,225;   -4,107;  -22,670;    0,000
330,243;    0,147;  -14,670;    0,000
330,260;   17,380;    2,123;    0,000
330,278;   15,637;    4,617;    0,000
330,296;    3,087;  -13,107;    0,000
330,313;   16,740;    7,367;    0,000
330,331;   16,890;    1,893;    0,000
330,349;   17,147;   -2,650;    0,000
330,366;   29,107;   12,963;    0,000
330,384;   26,453;   13,480;    0,000
